W+1/RB3/12+,Backward,9603.48,9476.53,97.5972,214.441,9113.48,4.23,96.299,93.7407,1.59338,1.44753
W+1/RB4/12-,Backward,9575.73,9.48E+06,97.0377,200.623,9065.73,4.24,96.299,93.7407,1.59338,1.44753
W+1/RB4/12+,Backward,9690.58,9.48E+09,96.686,181.12,9140.58,4.25,96.299,93.7407,1.59338,1.44753
W+1/RB2in/12,Backward,9519.95,9410,98.4321,212.968,9019.95,4.26,97.1493,95.1775,1.62975,1.48338
W+1/RB2in/12,Central,9467.32,9410,97.2986,243.163,9017.32,4.27,96.228,95.4158,1.73678,1.65197
W+1/RB2in/12,Forward,9552.68,9410,100.23,167.038,8952.68,4.28,98.4267,95.6918,2.24662,1.97576
W+1/RB1in/12,Forward,9528.34,9429.91,98.5158,179.977,8968.34,4.29,96.8974,95.2498,2.36568,2.12826
W+1/RB1out/12,Forward,9710.29,9.43E+06,97.6646,174.698,9140.29,4.3,96.8974,95.2498,2.36568,2.12826
W+1/RB2out/12,Forward,9691.02,9588.51,95.9175,177.075,9141.02,4.31,94.2934,92.5202,1.73343,1.65082
W+1/RB1in/12,Backward,9531.48,9429.91,85.0772,176.997,9021.48,4.32,83.8737,82.3265,1.96918,1.7441
W+1/RB1out/12,Backward,9631.48,9570.89,95.8959,195.578,9111.48,4.33,94.5368,93.6877,1.64638,1.57191
W+1/RB2out/12,Backward,9686,9588.51,96.0172,198.576,9176,4.34,94.625,92.9536,1.61685,1.52115
W+2/RB3/4-,Forward,9508.36,9417.37,100.022,197.976,8978.36,4.35,98.5392,97.0208,1.8414,1.67178
W+2/RB3/4+,Forward,9463.92,9387.76,99.6094,230.762,8993.92,4.36,98.3468,97.085,1.66268,1.53534
W+2/RB4/4+,Forward,9539.37,9422.4,99.315,205.655,9029.37,4.37,97.8824,95.6275,1.65384,1.48317
W+2/RB4/4++,Forward,9437.38,9387.38,99.5743,211.733,8937.38,4.38,98.1778,97.4534,1.73992,1.64567
W+2/RB4/4--,Forward,9540.37,9438.35,100.294,205.448,9030.37,4.39,98.7812,96.8715,1.68718,1.52114
W+2/RB4/4-,Forward,9565.88,9454.69,99.1001,205.797,9055.88,4.4,97.6875,95.6183,1.67184,1.55583
W+2/RB3/4-,Backward,9526.38,9417.37,99.4737,226.151,9046.38,4.41,98.2249,96.1785,1.63269,1.47145
W+2/RB3/4+,Backward,9511.6,9387.76,99.3093,217.23,9021.6,4.42,97.9631,95.4337,1.65236,1.46841
W+2/RB4/4+,Backward,9505.44,9422.4,98.5478,187.149,8965.44,4.43,96.9444,95.5773,1.65097,1.56108
W+2/RB4/4++,Backward,9601.36,9387.38,97.8176,179.224,9041.36,4.44,96.2295,90.6402,1.65016,1.40739
W+2/RB4/4--,Backward,9536.34,9438.35,93.6327,158.939,8946.34,4.45,91.9586,90.4305,1.7349,1.56002
W+2/RB4/4-,Backward,9543.51,9454.69,98.9208,197.402,9023.51,4.46,97.3868,95.853,1.62327,1.51724
W+2/RB2out/4,Backward,9537,9387.09,99.5735,199.403,9017,4.47,98.0513,94.6888,1.83021,1.58637
W+2/RB2out/4,Central,9517.64,9387.09,97.9338,194.244,8987.64,4.48,96.4938,93.9826,1.85174,1.62921
W+2/RB2out/4,Forward,9437.18,9387.09,98.0859,219.154,8957.18,4.49,96.7597,96.0265,1.79967,1.70229
W+2/RB1in/4,Forward,9247.2,9197.2,95.4378,232.449,8787.2,4.5,94.3699,93.7118,2.18278,2.05806
W+2/RB1out/4,Forward,9350.57,9259.88,95.6288,215.608,8870.57,4.51,94.3846,92.8555,2.17978,1.93535
W+2/RB2in/4,Forward,9438.44,9376.6,98.312,211.062,8938.44,4.52,96.9877,96.0807,2.08696,1.92943
W+2/RB1in/4,Backward,9354.04,9197.2,94.7773,232.095,8894.04,4.53,93.7421,90.1503,2.03364,1.65225
W+2/RB1out/4,Backward,9369.19,9259.88,97.2299,211.213,8879.19,4.54,95.8729,93.7976,2.00449,1.74091
